"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","IsChild","Is_Married"
"464",0,"2","male",48,0,0,13,"S","no","cant_say"
"465",0,"3","male",32.8644278606965,0,0,8.05,"S","no","cant_say"
"466",0,"3","male",38,0,0,7.05,"S","no","cant_say"
"467",0,"2","male",32.8644278606965,0,0,0,"S","no","cant_say"
"468",0,"1","male",56,0,0,26.55,"S","no","cant_say"
"469",0,"3","male",32.8644278606965,0,0,7.725,"Q","no","cant_say"
"470",1,"3","female",0.75,2,1,19.2583,"C","no","unmarried"
"471",0,"3","male",32.8644278606965,0,0,7.25,"S","no","cant_say"
"472",0,"3","male",38,0,0,8.6625,"S","no","cant_say"
"473",1,"2","female",33,1,2,27.75,"S","no","married"
"474",1,"2","female",23,0,0,13.7917,"C","no","married"
"475",0,"3","female",22,0,0,9.8375,"S","no","unmarried"
"476",0,"1","male",32.8644278606965,0,0,52,"S","no","cant_say"
"477",0,"2","male",34,1,0,21,"S","no","cant_say"
"478",0,"3","male",29,1,0,7.0458,"S","no","cant_say"
"479",0,"3","male",22,0,0,7.5208,"S","no","cant_say"
"480",1,"3","female",2,0,1,12.2875,"S","no","unmarried"
"481",0,"3","male",9,5,2,46.9,"S","yes","unmarried"
"482",0,"2","male",32.8644278606965,0,0,0,"S","no","cant_say"
"483",0,"3","male",50,0,0,8.05,"S","no","cant_say"
"484",1,"3","female",63,0,0,9.5875,"S","no","married"
"485",1,"1","male",25,1,0,91.0792,"C","no","cant_say"
"486",0,"3","female",27.4217391304348,3,1,25.4667,"S","no","unmarried"
"487",1,"1","female",35,1,0,90,"S","no","married"
"488",0,"1","male",58,0,0,29.7,"C","no","cant_say"
"489",0,"3","male",30,0,0,8.05,"S","no","cant_say"
"490",1,"3","male",9,1,1,15.9,"S","yes","unmarried"
"491",0,"3","male",32.8644278606965,1,0,19.9667,"S","no","cant_say"
"492",0,"3","male",21,0,0,7.25,"S","no","cant_say"
"493",0,"1","male",55,0,0,30.5,"S","no","cant_say"
"494",0,"1","male",71,0,0,49.5042,"C","no","cant_say"
"495",0,"3","male",21,0,0,8.05,"S","no","cant_say"
"496",0,"3","male",32.8644278606965,0,0,14.4583,"C","no","cant_say"
"497",1,"1","female",54,1,0,78.2667,"C","no","unmarried"
"498",0,"3","male",32.8644278606965,0,0,15.1,"S","no","cant_say"
"500",0,"3","male",24,0,0,7.7958,"S","no","cant_say"
"501",0,"3","male",17,0,0,8.6625,"S","no","cant_say"
"502",0,"3","female",21,0,0,7.75,"Q","no","unmarried"
"503",0,"3","female",27.4217391304348,0,0,7.6292,"Q","no","unmarried"
"504",0,"3","female",37,0,0,9.5875,"S","no","unmarried"
"505",1,"1","female",16,0,0,86.5,"S","no","unmarried"
"507",1,"2","female",33,0,2,26,"S","no","married"
"508",1,"1","male",32.8644278606965,0,0,26.55,"S","no","cant_say"
"509",0,"3","male",28,0,0,22.525,"S","no","cant_say"
"510",1,"3","male",26,0,0,56.4958,"S","no","cant_say"
"511",1,"3","male",29,0,0,7.75,"Q","no","cant_say"
"512",0,"3","male",32.8644278606965,0,0,8.05,"S","no","cant_say"
"513",1,"1","male",36,0,0,26.2875,"S","no","cant_say"
"514",1,"1","female",54,1,0,59.4,"C","no","married"
"515",0,"3","male",24,0,0,7.4958,"S","no","cant_say"
"516",0,"1","male",47,0,0,34.0208,"S","no","cant_say"
"517",1,"2","female",34,0,0,10.5,"S","no","married"
"518",0,"3","male",32.8644278606965,0,0,24.15,"Q","no","cant_say"
"519",1,"2","female",36,1,0,26,"S","no","married"
"520",0,"3","male",32,0,0,7.8958,"S","no","cant_say"
"521",1,"1","female",30,0,0,93.5,"S","no","unmarried"
"522",0,"3","male",22,0,0,7.8958,"S","no","cant_say"
"523",0,"3","male",32.8644278606965,0,0,7.225,"C","no","cant_say"
"524",1,"1","female",44,0,1,57.9792,"C","no","married"
"525",0,"3","male",32.8644278606965,0,0,7.2292,"C","no","cant_say"
"526",0,"3","male",40.5,0,0,7.75,"Q","no","cant_say"
"527",1,"2","female",50,0,0,10.5,"S","no","unmarried"
"529",0,"3","male",39,0,0,7.925,"S","no","cant_say"
"530",0,"2","male",23,2,1,11.5,"S","no","cant_say"
"531",1,"2","female",2,1,1,26,"S","no","unmarried"
"532",0,"3","male",32.8644278606965,0,0,7.2292,"C","no","cant_say"
"533",0,"3","male",17,1,1,7.2292,"C","no","cant_say"
"534",1,"3","female",27.4217391304348,0,2,22.3583,"C","no","married"
"535",0,"3","female",30,0,0,8.6625,"S","no","unmarried"
"536",1,"2","female",7,0,2,26.25,"S","no","unmarried"
"537",0,"1","male",45,0,0,26.55,"S","no","cant_say"
"539",0,"3","male",32.8644278606965,0,0,14.5,"S","no","cant_say"
"540",1,"1","female",22,0,2,49.5,"C","no","unmarried"
"541",1,"1","female",36,0,2,71,"S","no","unmarried"
"542",0,"3","female",9,4,2,31.275,"S","no","unmarried"
"543",0,"3","female",11,4,2,31.275,"S","no","unmarried"
"544",1,"2","male",32,1,0,26,"S","no","cant_say"
"546",0,"1","male",64,0,0,26,"S","no","cant_say"
"547",1,"2","female",19,1,0,26,"S","no","married"
"548",1,"2","male",32.8644278606965,0,0,13.8625,"C","no","cant_say"
"549",0,"3","male",33,1,1,20.525,"S","no","cant_say"
"550",1,"2","male",8,1,1,36.75,"S","yes","unmarried"
"552",0,"2","male",27,0,0,26,"S","no","cant_say"
"553",0,"3","male",32.8644278606965,0,0,7.8292,"Q","no","cant_say"
"554",1,"3","male",22,0,0,7.225,"C","no","cant_say"
"555",1,"3","female",22,0,0,7.775,"S","no","unmarried"
"556",0,"1","male",62,0,0,26.55,"S","no","cant_say"
"557",1,"1","female",48,1,0,39.6,"C","no","cant_say"
"559",1,"1","female",39,1,1,79.65,"S","no","married"
"560",1,"3","female",36,1,0,17.4,"S","no","married"
"561",0,"3","male",32.8644278606965,0,0,7.75,"Q","no","cant_say"
"562",0,"3","male",40,0,0,7.8958,"S","no","cant_say"
"563",0,"2","male",28,0,0,13.5,"S","no","cant_say"
"564",0,"3","male",32.8644278606965,0,0,8.05,"S","no","cant_say"
"565",0,"3","female",27.4217391304348,0,0,8.05,"S","no","unmarried"
"566",0,"3","male",24,2,0,24.15,"S","no","cant_say"
"567",0,"3","male",19,0,0,7.8958,"S","no","cant_say"
"568",0,"3","female",29,0,4,21.075,"S","no","married"
"569",0,"3","male",32.8644278606965,0,0,7.2292,"C","no","cant_say"
"570",1,"3","male",32,0,0,7.8542,"S","no","cant_say"
"571",1,"2","male",62,0,0,10.5,"S","no","cant_say"
"572",1,"1","female",53,2,0,51.4792,"S","no","married"
"573",1,"1","male",36,0,0,26.3875,"S","no","cant_say"
"574",1,"3","female",27.4217391304348,0,0,7.75,"Q","no","unmarried"
"575",0,"3","male",16,0,0,8.05,"S","no","cant_say"
"576",0,"3","male",19,0,0,14.5,"S","no","cant_say"
"577",1,"2","female",34,0,0,13,"S","no","unmarried"
"578",1,"1","female",39,1,0,55.9,"S","no","married"
"579",0,"3","female",27.4217391304348,1,0,14.4583,"C","no","married"
"580",1,"3","male",32,0,0,7.925,"S","no","cant_say"
"581",1,"2","female",25,1,1,30,"S","no","unmarried"
"583",0,"2","male",54,0,0,26,"S","no","cant_say"
"584",0,"1","male",36,0,0,40.125,"C","no","cant_say"
"585",0,"3","male",32.8644278606965,0,0,8.7125,"C","no","cant_say"
"586",1,"1","female",18,0,2,79.65,"S","no","unmarried"
"587",0,"2","male",47,0,0,15,"S","no","cant_say"
"588",1,"1","male",60,1,1,79.2,"C","no","cant_say"
"589",0,"3","male",22,0,0,8.05,"S","no","cant_say"
"590",0,"3","male",32.8644278606965,0,0,8.05,"S","no","cant_say"
"591",0,"3","male",35,0,0,7.125,"S","no","cant_say"
"592",1,"1","female",52,1,0,78.2667,"C","no","married"
"593",0,"3","male",47,0,0,7.25,"S","no","cant_say"
"594",0,"3","female",27.4217391304348,0,2,7.75,"Q","no","unmarried"
"595",0,"2","male",37,1,0,26,"S","no","cant_say"
"596",0,"3","male",36,1,1,24.15,"S","no","cant_say"
"597",1,"2","female",27.4217391304348,0,0,33,"S","no","unmarried"
"598",0,"3","male",49,0,0,0,"S","no","cant_say"
"599",0,"3","male",32.8644278606965,0,0,7.225,"C","no","cant_say"
"600",1,"1","male",49,1,0,56.9292,"C","no","cant_say"
"601",1,"2","female",24,2,1,27,"S","no","married"
"602",0,"3","male",32.8644278606965,0,0,7.8958,"S","no","cant_say"
"603",0,"1","male",32.8644278606965,0,0,42.4,"S","no","cant_say"
"604",0,"3","male",44,0,0,8.05,"S","no","cant_say"
"605",1,"1","male",35,0,0,26.55,"C","no","cant_say"
"606",0,"3","male",36,1,0,15.55,"S","no","cant_say"
"607",0,"3","male",30,0,0,7.8958,"S","no","cant_say"
"608",1,"1","male",27,0,0,30.5,"S","no","cant_say"
"609",1,"2","female",22,1,2,41.5792,"C","no","married"
"611",0,"3","female",39,1,5,31.275,"S","no","married"
"612",0,"3","male",32.8644278606965,0,0,7.05,"S","no","cant_say"
"613",1,"3","female",27.4217391304348,1,0,15.5,"Q","no","unmarried"
"614",0,"3","male",32.8644278606965,0,0,7.75,"Q","no","cant_say"
"615",0,"3","male",35,0,0,8.05,"S","no","cant_say"
"616",1,"2","female",24,1,2,65,"S","no","unmarried"
"617",0,"3","male",34,1,1,14.4,"S","no","cant_say"
"618",0,"3","female",26,1,0,16.1,"S","no","married"
"619",1,"2","female",4,2,1,39,"S","no","unmarried"
"620",0,"2","male",26,0,0,10.5,"S","no","cant_say"
"621",0,"3","male",27,1,0,14.4542,"C","no","cant_say"
"622",1,"1","male",42,1,0,52.5542,"S","no","cant_say"
"623",1,"3","male",20,1,1,15.7417,"C","no","cant_say"
"624",0,"3","male",21,0,0,7.8542,"S","no","cant_say"
"625",0,"3","male",21,0,0,16.1,"S","no","cant_say"
"626",0,"1","male",61,0,0,32.3208,"S","no","cant_say"
"627",0,"2","male",57,0,0,12.35,"Q","no","cant_say"
"628",1,"1","female",21,0,0,77.9583,"S","no","unmarried"
"629",0,"3","male",26,0,0,7.8958,"S","no","cant_say"
"630",0,"3","male",32.8644278606965,0,0,7.7333,"Q","no","cant_say"
"631",1,"1","male",80,0,0,30,"S","no","cant_say"
"632",0,"3","male",51,0,0,7.0542,"S","no","cant_say"
"633",1,"1","male",32,0,0,30.5,"C","no","cant_say"
"634",0,"1","male",32.8644278606965,0,0,0,"S","no","cant_say"
"635",0,"3","female",9,3,2,27.9,"S","no","unmarried"
"636",1,"2","female",28,0,0,13,"S","no","unmarried"
"637",0,"3","male",32,0,0,7.925,"S","no","cant_say"
"638",0,"2","male",31,1,1,26.25,"S","no","cant_say"
"639",0,"3","female",41,0,5,39.6875,"S","no","married"
"640",0,"3","male",32.8644278606965,1,0,16.1,"S","no","cant_say"
"641",0,"3","male",20,0,0,7.8542,"S","no","cant_say"
"642",1,"1","female",24,0,0,69.3,"C","no","cant_say"
"643",0,"3","female",2,3,2,27.9,"S","no","unmarried"
"644",1,"3","male",32.8644278606965,0,0,56.4958,"S","no","cant_say"
"645",1,"3","female",0.75,2,1,19.2583,"C","no","unmarried"
"646",1,"1","male",48,1,0,76.7292,"C","no","cant_say"
"647",0,"3","male",19,0,0,7.8958,"S","no","cant_say"
"648",1,"1","male",56,0,0,35.5,"C","no","cant_say"
"649",0,"3","male",32.8644278606965,0,0,7.55,"S","no","cant_say"
"650",1,"3","female",23,0,0,7.55,"S","no","unmarried"
"651",0,"3","male",32.8644278606965,0,0,7.8958,"S","no","cant_say"
"652",1,"2","female",18,0,1,23,"S","no","unmarried"
"653",0,"3","male",21,0,0,8.4333,"S","no","cant_say"
"654",1,"3","female",27.4217391304348,0,0,7.8292,"Q","no","unmarried"
"655",0,"3","female",18,0,0,6.75,"Q","no","unmarried"
"656",0,"2","male",24,2,0,73.5,"S","no","cant_say"
"657",0,"3","male",32.8644278606965,0,0,7.8958,"S","no","cant_say"
"658",0,"3","female",32,1,1,15.5,"Q","no","married"
"659",0,"2","male",23,0,0,13,"S","no","cant_say"
"662",0,"3","male",40,0,0,7.225,"C","no","cant_say"
"663",0,"1","male",47,0,0,25.5875,"S","no","cant_say"
"664",0,"3","male",36,0,0,7.4958,"S","no","cant_say"
"665",1,"3","male",20,1,0,7.925,"S","no","cant_say"
"666",0,"2","male",32,2,0,73.5,"S","no","cant_say"
"667",0,"2","male",25,0,0,13,"S","no","cant_say"
"668",0,"3","male",32.8644278606965,0,0,7.775,"S","no","cant_say"
"669",0,"3","male",43,0,0,8.05,"S","no","cant_say"
"670",1,"1","female",27.4217391304348,1,0,52,"S","no","married"
"671",1,"2","female",40,1,1,39,"S","no","married"
"672",0,"1","male",31,1,0,52,"S","no","cant_say"
"673",0,"2","male",70,0,0,10.5,"S","no","cant_say"
"674",1,"2","male",31,0,0,13,"S","no","cant_say"
"675",0,"2","male",32.8644278606965,0,0,0,"S","no","cant_say"
"676",0,"3","male",18,0,0,7.775,"S","no","cant_say"
"677",0,"3","male",24.5,0,0,8.05,"S","no","cant_say"
"678",1,"3","female",18,0,0,9.8417,"S","no","unmarried"
"679",0,"3","female",43,1,6,46.9,"S","no","married"
"681",0,"3","female",27.4217391304348,0,0,8.1375,"Q","no","unmarried"
"682",1,"1","male",27,0,0,76.7292,"C","no","cant_say"
"683",0,"3","male",20,0,0,9.225,"S","no","cant_say"
"684",0,"3","male",14,5,2,46.9,"S","no","cant_say"
"685",0,"2","male",60,1,1,39,"S","no","cant_say"
"686",0,"2","male",25,1,2,41.5792,"C","no","cant_say"
"687",0,"3","male",14,4,1,39.6875,"S","no","cant_say"
"688",0,"3","male",19,0,0,10.1708,"S","no","cant_say"
"689",0,"3","male",18,0,0,7.7958,"S","no","cant_say"
"691",1,"1","male",31,1,0,57,"S","no","cant_say"
"692",1,"3","female",4,0,1,13.4167,"C","no","unmarried"
"693",1,"3","male",32.8644278606965,0,0,56.4958,"S","no","cant_say"
"694",0,"3","male",25,0,0,7.225,"C","no","cant_say"
"695",0,"1","male",60,0,0,26.55,"S","no","cant_say"
"696",0,"2","male",52,0,0,13.5,"S","no","cant_say"
"697",0,"3","male",44,0,0,8.05,"S","no","cant_say"
"698",1,"3","female",27.4217391304348,0,0,7.7333,"Q","no","unmarried"
"700",0,"3","male",42,0,0,7.65,"S","no","cant_say"
"702",1,"1","male",35,0,0,26.2875,"S","no","cant_say"
"703",0,"3","female",18,0,1,14.4542,"C","no","unmarried"
"704",0,"3","male",25,0,0,7.7417,"Q","no","cant_say"
"705",0,"3","male",26,1,0,7.8542,"S","no","cant_say"
"706",0,"2","male",39,0,0,26,"S","no","cant_say"
"707",1,"2","female",45,0,0,13.5,"S","no","married"
"708",1,"1","male",42,0,0,26.2875,"S","no","cant_say"
"710",1,"3","male",4.49264705882353,1,1,15.2458,"C","yes","unmarried"
"711",1,"1","female",24,0,0,49.5042,"C","no","cant_say"
"712",0,"1","male",32.8644278606965,0,0,26.55,"S","no","cant_say"
"713",1,"1","male",48,1,0,52,"S","no","cant_say"
"714",0,"3","male",29,0,0,9.4833,"S","no","cant_say"
"715",0,"2","male",52,0,0,13,"S","no","cant_say"
"716",0,"3","male",19,0,0,7.65,"S","no","cant_say"
"718",1,"2","female",27,0,0,10.5,"S","no","unmarried"
"719",0,"3","male",32.8644278606965,0,0,15.5,"Q","no","cant_say"
"720",0,"3","male",33,0,0,7.775,"S","no","cant_say"
"721",1,"2","female",6,0,1,33,"S","no","unmarried"
"722",0,"3","male",17,1,0,7.0542,"S","no","cant_say"
"723",0,"2","male",34,0,0,13,"S","no","cant_say"
"724",0,"2","male",50,0,0,13,"S","no","cant_say"
"725",1,"1","male",27,1,0,53.1,"S","no","cant_say"
"726",0,"3","male",20,0,0,8.6625,"S","no","cant_say"
"727",1,"2","female",30,3,0,21,"S","no","married"
"728",1,"3","female",27.4217391304348,0,0,7.7375,"Q","no","unmarried"
"729",0,"2","male",25,1,0,26,"S","no","cant_say"
"730",0,"3","female",25,1,0,7.925,"S","no","unmarried"
"732",0,"3","male",11,0,0,18.7875,"C","no","cant_say"
"733",0,"2","male",32.8644278606965,0,0,0,"S","no","cant_say"
"734",0,"2","male",23,0,0,13,"S","no","cant_say"
"735",0,"2","male",23,0,0,13,"S","no","cant_say"
"736",0,"3","male",28.5,0,0,16.1,"S","no","cant_say"
"737",0,"3","female",48,1,3,34.375,"S","no","married"
"739",0,"3","male",32.8644278606965,0,0,7.8958,"S","no","cant_say"
"740",0,"3","male",32.8644278606965,0,0,7.8958,"S","no","cant_say"
"741",1,"1","male",32.8644278606965,0,0,30,"S","no","cant_say"
"742",0,"1","male",36,1,0,78.85,"S","no","cant_say"
"744",0,"3","male",24,1,0,16.1,"S","no","cant_say"
"745",1,"3","male",31,0,0,7.925,"S","no","cant_say"
"746",0,"1","male",70,1,1,71,"S","no","cant_say"
"747",0,"3","male",16,1,1,20.25,"S","no","cant_say"
"748",1,"2","female",30,0,0,13,"S","no","unmarried"
"749",0,"1","male",19,1,0,53.1,"S","no","cant_say"
"750",0,"3","male",31,0,0,7.75,"Q","no","cant_say"
"751",1,"2","female",4,1,1,23,"S","no","unmarried"
"752",1,"3","male",6,0,1,12.475,"S","yes","unmarried"
"753",0,"3","male",33,0,0,9.5,"S","no","cant_say"
"754",0,"3","male",23,0,0,7.8958,"S","no","cant_say"
"755",1,"2","female",48,1,2,65,"S","no","married"
"756",1,"2","male",0.67,1,1,14.5,"S","yes","unmarried"
"757",0,"3","male",28,0,0,7.7958,"S","no","cant_say"
"758",0,"2","male",18,0,0,11.5,"S","no","cant_say"
"759",0,"3","male",34,0,0,8.05,"S","no","cant_say"
"760",1,"1","female",33,0,0,86.5,"S","no","cant_say"
"761",0,"3","male",32.8644278606965,0,0,14.5,"S","no","cant_say"
"762",0,"3","male",41,0,0,7.125,"S","no","cant_say"
"763",1,"3","male",20,0,0,7.2292,"C","no","cant_say"
"765",0,"3","male",16,0,0,7.775,"S","no","cant_say"
"766",1,"1","female",51,1,0,77.9583,"S","no","married"
"767",0,"1","male",32.8644278606965,0,0,39.6,"C","no","cant_say"
"768",0,"3","female",30.5,0,0,7.75,"Q","no","unmarried"
"769",0,"3","male",32.8644278606965,1,0,24.15,"Q","no","cant_say"
"770",0,"3","male",32,0,0,8.3625,"S","no","cant_say"
"771",0,"3","male",24,0,0,9.5,"S","no","cant_say"
"772",0,"3","male",48,0,0,7.8542,"S","no","cant_say"
"773",0,"2","female",57,0,0,10.5,"S","no","married"
"774",0,"3","male",32.8644278606965,0,0,7.225,"C","no","cant_say"
"775",1,"2","female",54,1,3,23,"S","no","married"
"776",0,"3","male",18,0,0,7.75,"S","no","cant_say"
"777",0,"3","male",32.8644278606965,0,0,7.75,"Q","no","cant_say"
"778",1,"3","female",5,0,0,12.475,"S","no","unmarried"
"779",0,"3","male",32.8644278606965,0,0,7.7375,"Q","no","cant_say"
"781",1,"3","female",13,0,0,7.2292,"C","no","unmarried"
"782",1,"1","female",17,1,0,57,"S","no","married"
"783",0,"1","male",29,0,0,30,"S","no","cant_say"
"784",0,"3","male",32.8644278606965,1,2,23.45,"S","no","cant_say"
"785",0,"3","male",25,0,0,7.05,"S","no","cant_say"
"786",0,"3","male",25,0,0,7.25,"S","no","cant_say"
"787",1,"3","female",18,0,0,7.4958,"S","no","unmarried"
"788",0,"3","male",8,4,1,29.125,"Q","yes","unmarried"
"789",1,"3","male",1,1,2,20.575,"S","yes","unmarried"
"790",0,"1","male",46,0,0,79.2,"C","no","cant_say"
"791",0,"3","male",32.8644278606965,0,0,7.75,"Q","no","cant_say"
"792",0,"2","male",16,0,0,26,"S","no","cant_say"
"793",0,"3","female",27.4217391304348,8,2,69.55,"S","no","unmarried"
"794",0,"1","male",32.8644278606965,0,0,30.6958,"C","no","cant_say"
"795",0,"3","male",25,0,0,7.8958,"S","no","cant_say"
"796",0,"2","male",39,0,0,13,"S","no","cant_say"
"797",1,"1","female",49,0,0,25.9292,"S","no","cant_say"
"798",1,"3","female",31,0,0,8.6833,"S","no","married"
"799",0,"3","male",30,0,0,7.2292,"C","no","cant_say"
"800",0,"3","female",30,1,1,24.15,"S","no","married"
"801",0,"2","male",34,0,0,13,"S","no","cant_say"
"802",1,"2","female",31,1,1,26.25,"S","no","married"
"804",1,"3","male",0.42,0,1,8.5167,"C","yes","unmarried"
"805",1,"3","male",27,0,0,6.975,"S","no","cant_say"
"806",0,"3","male",31,0,0,7.775,"S","no","cant_say"
"807",0,"1","male",39,0,0,0,"S","no","cant_say"
"808",0,"3","female",18,0,0,7.775,"S","no","unmarried"
"809",0,"2","male",39,0,0,13,"S","no","cant_say"
"810",1,"1","female",33,1,0,53.1,"S","no","married"
"811",0,"3","male",26,0,0,7.8875,"S","no","cant_say"
"812",0,"3","male",39,0,0,24.15,"S","no","cant_say"
"813",0,"2","male",35,0,0,10.5,"S","no","cant_say"
"814",0,"3","female",6,4,2,31.275,"S","no","unmarried"
"815",0,"3","male",30.5,0,0,8.05,"S","no","cant_say"
"816",0,"1","male",32.8644278606965,0,0,0,"S","no","cant_say"
"817",0,"3","female",23,0,0,7.925,"S","no","unmarried"
"818",0,"2","male",31,1,1,37.0042,"C","no","cant_say"
"819",0,"3","male",43,0,0,6.45,"S","no","cant_say"
"820",0,"3","male",10,3,2,27.9,"S","yes","unmarried"
"821",1,"1","female",52,1,1,93.5,"S","no","married"
"822",1,"3","male",27,0,0,8.6625,"S","no","cant_say"
"823",0,"1","male",38,0,0,0,"S","no","cant_say"
"824",1,"3","female",27,0,1,12.475,"S","no","married"
"825",0,"3","male",2,4,1,39.6875,"S","yes","unmarried"
"826",0,"3","male",32.8644278606965,0,0,6.95,"Q","no","cant_say"
"827",0,"3","male",32.8644278606965,0,0,56.4958,"S","no","cant_say"
"828",1,"2","male",1,0,2,37.0042,"C","yes","unmarried"
"829",1,"3","male",32.8644278606965,0,0,7.75,"Q","no","cant_say"
"830",1,"1","female",62,0,0,80,"S","no","married"
"831",1,"3","female",15,1,0,14.4542,"C","no","married"
"832",1,"2","male",0.83,1,1,18.75,"S","yes","unmarried"
"833",0,"3","male",32.8644278606965,0,0,7.2292,"C","no","cant_say"
"834",0,"3","male",23,0,0,7.8542,"S","no","cant_say"
"835",0,"3","male",18,0,0,8.3,"S","no","cant_say"
"836",1,"1","female",39,1,1,83.1583,"C","no","unmarried"
"837",0,"3","male",21,0,0,8.6625,"S","no","cant_say"
"838",0,"3","male",32.8644278606965,0,0,8.05,"S","no","cant_say"
"839",1,"3","male",32,0,0,56.4958,"S","no","cant_say"
"840",1,"1","male",32.8644278606965,0,0,29.7,"C","no","cant_say"
"841",0,"3","male",20,0,0,7.925,"S","no","cant_say"
"842",0,"2","male",16,0,0,10.5,"S","no","cant_say"
"843",1,"1","female",30,0,0,31,"C","no","unmarried"
"844",0,"3","male",34.5,0,0,6.4375,"C","no","cant_say"
"845",0,"3","male",17,0,0,8.6625,"S","no","cant_say"
"846",0,"3","male",42,0,0,7.55,"S","no","cant_say"
"847",0,"3","male",32.8644278606965,8,2,69.55,"S","no","cant_say"
"848",0,"3","male",35,0,0,7.8958,"C","no","cant_say"
"849",0,"2","male",28,0,1,33,"S","no","cant_say"
"850",1,"1","female",27.4217391304348,1,0,89.1042,"C","no","married"
"851",0,"3","male",4,4,2,31.275,"S","yes","unmarried"
"852",0,"3","male",74,0,0,7.775,"S","no","cant_say"
"853",0,"3","female",9,1,1,15.2458,"C","no","unmarried"
"854",1,"1","female",16,0,1,39.4,"S","no","unmarried"
"855",0,"2","female",44,1,0,26,"S","no","married"
"856",1,"3","female",18,0,1,9.35,"S","no","married"
"858",1,"1","male",51,0,0,26.55,"S","no","cant_say"
"859",1,"3","female",24,0,3,19.2583,"C","no","married"
"860",0,"3","male",32.8644278606965,0,0,7.2292,"C","no","cant_say"
"861",0,"3","male",41,2,0,14.1083,"S","no","cant_say"
"862",0,"2","male",21,1,0,11.5,"S","no","cant_say"
"863",1,"1","female",48,0,0,25.9292,"S","no","married"
"864",0,"3","female",27.4217391304348,8,2,69.55,"S","no","unmarried"
"865",0,"2","male",24,0,0,13,"S","no","cant_say"
"866",1,"2","female",42,0,0,13,"S","no","married"
"867",1,"2","female",27,1,0,13.8583,"C","no","unmarried"
"868",0,"1","male",31,0,0,50.4958,"S","no","cant_say"
"869",0,"3","male",32.8644278606965,0,0,9.5,"S","no","cant_say"
"870",1,"3","male",4,1,1,11.1333,"S","yes","unmarried"
"871",0,"3","male",26,0,0,7.8958,"S","no","cant_say"
"872",1,"1","female",47,1,1,52.5542,"S","no","married"
"873",0,"1","male",33,0,0,5,"S","no","cant_say"
"874",0,"3","male",47,0,0,9,"S","no","cant_say"
"875",1,"2","female",28,1,0,24,"C","no","married"
"876",1,"3","female",15,0,0,7.225,"C","no","unmarried"
"877",0,"3","male",20,0,0,9.8458,"S","no","cant_say"
"878",0,"3","male",19,0,0,7.8958,"S","no","cant_say"
"879",0,"3","male",32.8644278606965,0,0,7.8958,"S","no","cant_say"
"880",1,"1","female",56,0,1,83.1583,"C","no","married"
"881",1,"2","female",25,0,1,26,"S","no","married"
"882",0,"3","male",33,0,0,7.8958,"S","no","cant_say"
"883",0,"3","female",22,0,0,10.5167,"S","no","unmarried"
"884",0,"2","male",28,0,0,10.5,"S","no","cant_say"
"885",0,"3","male",25,0,0,7.05,"S","no","cant_say"
"886",0,"3","female",39,0,5,29.125,"Q","no","married"
"887",0,"2","male",27,0,0,13,"S","no","cant_say"
"888",1,"1","female",19,0,0,30,"S","no","unmarried"
"889",0,"3","female",27.4217391304348,1,2,23.45,"S","no","unmarried"
"890",1,"1","male",26,0,0,30,"C","no","cant_say"
"891",0,"3","male",32,0,0,7.75,"Q","no","cant_say"
